trase_code,uml_id,group,company,mill_name,latitude,longitude,capacity_tonnes_ffb_hour,status,earliest_year_of_existence,earliest_year_of_existence_source,kabupaten_name,kabupaten_trase_id,province_name
M-00782,PO1000004196,SINAR MAS,SINAR KENCANA INTI PERKASA,SUNGAI KUPANG,-3.052247883,116.0149497,60,Operating,1996,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00783,PO1000001612,SINAR MAS,SAWIT MAS SEJAHTERA,PANGKALAN PANJI,-2.948531,104.466511,60,Operating,1999,"Mill known to exist in 1999 (source: Taib, Gunatif (2000), Kajian Pengembangan Industri Crude Palm Oil Skala Kecil (Studi Kasus Pengembangan Industri Crude Palm Oil di Sumatera Barat), http://repository.ipb.ac.id/handle/123456789/5044)",BANYUASIN,ID-1607,SUMATERA SELATAN
M-00784,PO1000001372,SINAR MAS,MASKAPAI PERKEBUNAN LEIDONG WEST INDONESIA,LEIDONG WEST,-1.901361,105.476417,60,Operating,1995,Establishment year based on other government record of establishment (e.g. Permit database),BANGKA BARAT,ID-1903,KEP. BANGKA BELITUNG
M-00786,PO1000001062,SINAR MAS,RAMAJAYA PRAMUKTI,RAMARAMA,0.534360292,101.0771572,60,Operating,1998,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-00787,PO1000001061,SINAR MAS,BUANA WIRALESTARI MAS,NAGA SAKTI,0.782973997,101.0512613,60,Operating,2002,Establishment year based on other government record of establishment (e.g. Permit database),KAMPAR,ID-1406,RIAU
M-00788,PO1000001060,SINAR MAS,BUANA WIRALESTARI MAS,KIJANG,0.832502618,101.0445221,60,Operating,1997,Establishment year based on other government record of establishment (e.g. Permit database),KAMPAR,ID-1406,RIAU
M-00789,PO1000001057,SINAR MAS,IVO MAS TUNGGAL,LIBO,0.929776936,101.2062105,60,Operating,1993,Establishment year based on other government record of establishment (e.g. Permit database),SIAK,ID-1405,RIAU
M-00790,PO1000001058,SINAR MAS,IVO MAS TUNGGAL,SAM-SAM,0.937959093,101.2992305,60,Operating,1993,Establishment year based on other government record of establishment (e.g. Permit database),SIAK,ID-1405,RIAU
M-00791,PO1000001056,SINAR MAS,IVO MAS TUNGGAL,UJUNG TANJUNG,0.970402236,101.2641989,60,Operating,1995,Establishment year based on other government record of establishment (e.g. Permit database),SIAK,ID-1405,RIAU
M-00792,PO1000001079,SINAR MAS,SINAR MAS AGRO RESOURCES AND TECHNOLOGY,PADANG HALABAN,2.318246348,99.83896277,60,Operating,1926,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-00793,PO1000004379,DAESANG,SINTANG RAYA,SINTANG RAYA,-0.452349907,109.2656862,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUBU RAYA,ID-6112,KALIMANTAN BARAT
M-00794,PO1000001279,SIPEF,AGRO MUKO,BUNGA TANJUNG,-2.716470694,101.3701333,60,Operating,2001,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUKO-MUKO,ID-1706,BENGKULU
M-00795,PO1000001278,SIPEF,AGRO MUKO,MUKOMUKO,-2.601349727,101.2786226,60,Operating,1994,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUKO-MUKO,ID-1706,BENGKULU
M-00796,PO1000000099,SIPEF,TOLAN TIGA INDONESIA,PERLABIAN,2.060466692,100.0823895,60,Operating,1934,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU SELATAN,ID-1222,SUMATERA UTARA
M-00798,PO1000001670,SIPEF,UMBUL MAS WISESA,UMBUL MAS WISESA,2.211008801,100.2708226,45,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU SELATAN,ID-1222,SUMATERA UTARA
M-00799,PO1000004275,UNKNOWN,DJAJA PUTRA INDONESIA,DJAJA PUTRA INDONESIA,2.67857648,99.42761725,45,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ASAHAN,ID-1208,SUMATERA UTARA
M-00800,PO1000000095,SIPEF,EASTERN SUMATERA INDONESIA,BUKIT MARADJA,3.01217057,99.2354882,42,Operating,1999,"Mill known to exist in 1999 (source: Taib, Gunatif (2000), Kajian Pengembangan Industri Crude Palm Oil Skala Kecil (Studi Kasus Pengembangan Industri Crude Palm Oil di Sumatera Barat), http://repository.ipb.ac.id/handle/123456789/5044)",SIMALUNGUN,ID-1209,SUMATERA UTARA
M-00801,PO1000001250,SOCFIN,SOCFIN INDONESIA,NEGERI LAMA,2.317296216,100.0698881,20,Operating,1928,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU,ID-1207,SUMATERA UTARA
M-00802,PO1000001775,SOCFIN,SOCFIN INDONESIA,LAE BUTAR,2.391250932,97.95678827,23,Operating,1938,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ACEH SINGKIL,ID-1102,ACEH
M-00803,PO1000001252,SOCFIN,SOCFIN INDONESIA,AEK LOBA,2.651401827,99.61735134,60,Operating,1973,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ASAHAN,ID-1208,SUMATERA UTARA
M-00804,PO1000000352,SOCFIN,SOCFIN INDONESIA,TANAH GAMBUS,3.203857371,99.40429653,24,Operating,1978,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BATU BARA,ID-1219,SUMATERA UTARA
M-00805,PO1000000451,SOCFIN,SOCFIN INDONESIA,BANGUN BANDAR MILL,3.331577835,99.04317491,23,Operating,1926,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SERDANG BEDAGAI,ID-1218,SUMATERA UTARA
M-00806,PO1000001256,SOCFIN,SOCFIN INDONESIA,MATA PAO MILL,3.531021026,99.09219846,15,Operating,1927,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SERDANG BEDAGAI,ID-1218,SUMATERA UTARA
M-00807,PO1000001777,SOCFIN,SOCFIN INDONESIA,SEUMANYAM,3.965475127,96.56600143,45,Operating,1936,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NAGAN RAYA,ID-1115,ACEH
M-00808,PO1000001774,SOCFIN,SOCFIN INDONESIA,SEUNAGAN,4.060070599,96.2619194,23,Operating,1937,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NAGAN RAYA,ID-1115,ACEH
M-00809,PO1000001251,SOCFIN,SOCFIN INDONESIA,SUNGAI LIPUT,4.231856315,98.05935137,23,Operating,1922,Establishment year based on other government record of establishment (e.g. Permit database),ACEH TAMIANG,ID-1114,ACEH
M-00810,PO1000008425,SK PLUS,SRI INDRAPURA SAWIT LESTARI,SRI INDRAPURA SAWIT LESTARI,0.464193,101.735647,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIAK,ID-1405,RIAU
M-00811,PO1000004861,MULIA SAWIT AGRO LESTARI (MSAL),MULIA SAWIT AGRO LESTARI,MULIA SAWIT AGRO LESTARI,-1.511902098,113.4667009,60,Operating,2014,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),GUNUNG MAS,ID-6211,KALIMANTAN TENGAH
M-00812,PO1000004231,FIRST RESOURCES,SUBUR ARUM MAKMUR,SUBUR ARUM MAKMUR I,0.818241338,100.8876654,90,Operating,2004,Establishment year based on other government record of establishment (e.g. Permit database),KAMPAR,ID-1406,RIAU
M-00813,PO1000007052,FIRST RESOURCES,SUBUR ARUM MAKMUR,SUBUR ARUM MAKMUR II,0.97853236,100.7796658,45,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HULU,ID-1407,RIAU
M-00814,PO1000010006,UNKNOWN,SUKSES GEMILANG PALEM,SUKSES GEMILANG PALEM,-2.27265254,102.5479608,45,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),SAROLANGUN,ID-1503,JAMBI
M-00815,PO1000007442,CAPITOL,SULTRA PRIMA LESTARI,SULTRA PRIMA LESTARI,-3.451,122.168,30,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KONAWE UTARA,ID-7410,SULAWESI TENGGARA
M-00816,PO1000006184,INCASI RAYA (GUNAS),SUMATERA MAKMUR LESTARI,SUMATERA MAKMUR LESTARI,-0.661811,102.344651,60,Operating,1997,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-00817,PO1000008182,SK PLUS,SUMBER ADINUSA LESTARI,SUMBER ADINUSA LESTARI,-2.20208571,111.4832488,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LAMANDAU,ID-6207,KALIMANTAN TENGAH
M-00818,PO1000008208,SUPERVENTURE,SUMBER BUNGA SAWIT LESTARI,BABULU,-1.4926976,116.4441998,60,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PENAJAM PASER UTARA,ID-6409,KALIMANTAN TIMUR
M-00819,PO1000008188,UNKNOWN,SUMBER GUNA NABATI,BUNGA ANTOI,-2.007034067,102.4927266,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MERANGIN,ID-1502,JAMBI
M-00820,PO1000001342,SINAR MAS,SUMBER INDAH PERKASA,SUNGAI BUAYA,-4.127558097,105.4384047,60,Operating,1996,Establishment year based on other government record of establishment (e.g. Permit database),MESUJI,ID-1811,LAMPUNG
M-00821,PO1000004423,UNKNOWN,SUMBER JAYA INDAHNUSA COY,KOTA LAMA,0.891423464,100.6970289,45,Operating,2007,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HULU,ID-1407,RIAU
M-00822,PO1000004251,UNKNOWN,SUMBER JAYA INDAHNUSA COY,KOTA TENGAH,1.138387541,100.6453379,30,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
M-00823,PO1000007448,UNKNOWN,SUMBER KENCANA INDO PALMA,SUMBER KENCANA INDO PALMA,-0.682039332,102.5025133,30,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),INDRAGIRI HULU,ID-1402,RIAU
M-00824,PO1000004536,UNKNOWN,SUMBER MAKMUR JAYA,SUMBER KEMBANG JAYA,3.765656316,98.4063816,30,Operating,2014,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LANGKAT,ID-1213,SUMATERA UTARA
M-00825,PO1000004559,UNKNOWN,SUMBER MAKMUR JAYA,SUMBER MAKMUR JAYA,4.03344673,98.30094717,30,Operating,2012,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LANGKAT,ID-1213,SUMATERA UTARA
M-00826,PO1000004240,UNKNOWN,SUMBER SAWIT JAYA LESTARI,SUMBER SAWIT JAYA LESTARI,2.761497736,99.95846597,15,Operating,2012,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-00827,PO1000008589,UNKNOWN,SUMBER SAWIT SEJAHTERA,SUMBER SAWIT SEJAHTERA,0.248432196,101.9756265,40,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PELALAWAN,ID-1404,RIAU
M-00828,PO1000004431,SUMBER TANI AGUNG (STA),KARYA AGUNG SAWITA,SOSA,1.066084081,99.9606411,60,Operating,2010,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PADANG LAWAS,ID-1221,SUMATERA UTARA
M-00829,PO1000004483,SUMBER TANI AGUNG (STA),SUMBER TANI AGUNG,SABUNGAN,1.754559948,99.9846247,60,Operating,1996,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU SELATAN,ID-1222,SUMATERA UTARA
M-00830,PO1000004468,UNKNOWN,SUNGAI BAHAR PASIFIK UTAMA,SUNGAI BAHAR PASIFIK UTAMA,-1.537362183,103.6308304,90,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUARO JAMBI,ID-1505,JAMBI
M-00831,PO1000008168,SUNGAI BUDI,SURYA ANDALAN PRIMATAMA,PKS 9,-2.582792491,101.3105437,45,Operating,2016,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUKO-MUKO,ID-1706,BENGKULU
M-00833,PO1000004137,SUNGAI BUDI,SERBA HUTA JAYA,SERBA HUTA JAYA,2.223961826,99.93356063,45,Operating,2014,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-00834,PO1000005208,FANGIONO AGRO PLANTATION (FAP AGRI),KARANG JUANG HIJAU LESTARI,KARANG JUANG HIJAU LESTARI,4.036200441,116.9270438,60,Operating,2008,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NUNUKAN,ID-6504,KALIMANTAN UTARA
M-00835,PO1000008292,FANGIONO AGRO PLANTATION (FAP AGRI),BHUMI SIMANGGARIS INDAH,BHUMI SIMANGGARIS INDAH,4.238339652,117.3629019,45,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),NUNUKAN,ID-6504,KALIMANTAN UTARA
M-00836,PO1000004159,UNKNOWN,SURYA BRATASENA PLANTATION,SEI NILO,0.151985587,101.9731519,30,Operating,1993,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PELALAWAN,ID-1404,RIAU
M-00837,PO1000004436,FIRST RESOURCES,SWADAYA MUKTI PRAKARSA,SWADAYA MUKTI PRAKARSA,-1.080870261,110.383764,45,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KETAPANG,ID-6106,KALIMANTAN BARAT
M-00838,PO1000002637,FIRST RESOURCES,MERIDAN SEJATISURYA PLANTATION,MERIDAN SEJATISURYA PLANTATION,0.538203944,101.7301632,45,Operating,2004,Establishment year based on other government record of establishment (e.g. Permit database),SIAK,ID-1405,RIAU
M-00839,PO1000004216,FIRST RESOURCES,SURYA INTISARI RAYA,SURYA INTISARI RAYA,0.628823676,101.5680195,45,Operating,2010,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PEKANBARU (KOTA),ID-1471,RIAU
M-00840,PO1000005218,CILIANDRY ANKY ABADI,TIRTA MADU,TIRTA MADU,1.036278,104.596081,22.5,Operating,2006,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",BINTAN,ID-2102,KEP. RIAU
M-00842,PO1000004253,FIRST RESOURCES,PERDANA INTISAWIT PERKASA,PERDANA INTI SAWIT PERKASA 1,1.141484516,100.494156,60,Operating,2002,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HULU,ID-1407,RIAU
M-00843,PO1000007630,FIRST RESOURCES,PERDANA INTISAWIT PERKASA,PERDANA INTI SAWIT PERKASA 2,1.1673333,100.7047778,30,Operating,2014,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HULU,ID-1407,RIAU
M-00846,PO1000006259,FIRST RESOURCES,MERIDAN SEJATISURYA PLANTATION,BANGSAL ACEH,1.723190161,101.3795711,60,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),DUMAI (KOTA),ID-1473,RIAU
M-00847,PO1000005219,FANGIONO AGRO PLANTATION (FAP AGRI),TIRTAMADU SAWIT JAYA,TIRTAMADU SAWIT JAYA,4.113536126,117.0424088,60,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NUNUKAN,ID-6504,KALIMANTAN UTARA
M-00849,PO1000004299,AMARA PLANTATION,SURYA PANEN SUBUR,SURYA PANEN SUBUR,3.808340015,96.49373977,60,Operating,2013,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",NAGAN RAYA,ID-1115,ACEH
M-00850,PO1000006212,UNKNOWN,SURYA UTAMA AGROLESTARI,SURYA UTAMA AGROLESTARI,-1.803273812,103.4321006,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUARO JAMBI,ID-1505,JAMBI
M-00851,PO1000004063,UNKNOWN,SURYA UTAMA NABATI,SURYA UTAMA NABATI,-4.185500173,105.2182506,45,Operating,2012,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TULANG BAWANG,ID-1808,LAMPUNG
M-00853,PO1000006294,SINAR JAYA AGRO INVESTAMA (SJAI),KALIREJO LESTARI,KALIREJO LESTARI,-5.227391998,104.9481881,30,Operating,2009,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),LAMPUNG TENGAH,ID-1805,LAMPUNG
M-00854,PO1000006295,SINAR JAYA AGRO INVESTAMA (SJAI),ANAKTUHA SAWIT MANDIRI,ANAKTUHA SAWIT MANDIRI,-5.094859505,105.186456,30,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LAMPUNG TENGAH,ID-1805,LAMPUNG
M-00855,PO1000004060,SINAR JAYA AGRO INVESTAMA (SJAI),MENGGALA SAWITINDO,MENGGALA SAWITINDO,-4.350650427,105.2702117,45,Operating,2009,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TULANG BAWANG,ID-1808,LAMPUNG
M-00857,PO1000006231,UNKNOWN,SUTOPO LESTARI JAYA,SUTOPO LESTARI JAYA,-2.79498201,104.7358807,30,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANYUASIN,ID-1607,SUMATERA SELATAN
M-00858,PO1000004082,KPN CORP,SWADAYA INDOPALMA,SWADAYA INDOPALMA,-2.765100537,104.6313958,30,Operating,2014,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BANYUASIN,ID-1607,SUMATERA SELATAN
M-00859,PO1000004130,UNKNOWN,SWAKARSA SAWIT RAYA,SWAKARSA SAWIT RAYA,-0.489321451,102.4779582,45,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),INDRAGIRI HULU,ID-1402,RIAU
M-00860,PO1000004084,CAPELLA,SWARNA NUSA SENTOSA,SWARNA NUSA SENTOSA,-2.482539,106.076744,60,Operating,2004,"Mill known to exist in 2004 (source: Golder Associates (2006). Appendix VIII: Summary of Renewable Potential in Indonesia POM, Retrieved October 10, 2018, http://www.adb.org/Documents/Reports/Consulta nt/46557-INO/36557-INO-TACR- AppendixVIII.pdf)",BANGKA SELATAN,ID-1905,KEP. BANGKA BELITUNG
